214,3
69,15
127,12
192,6
106,22
97,15
458,1
290,5
150,9
272,4
173,8
341,3
319,2
165,10
175,9
68,16
122,17
249,4
211,7
389,3
282,5
323,5
182,5
288,4
225,6
260,4
259,4
347,2
291,4
504,1
223,2
185,6
158,16
187,12
270,3
50,32
154,11
60,25
234,7
274,2
172,10
309,4
1472,1
57,29
43,45
118,19
131,12
715,2
248,5
273,1
193,10
74,18
81,18
64,19
65,24
289,2
468,2
416,5
184,8
63,19
90,22
377,3
335,3
246,3
58,30
168,10
314,2
253,5
310,4
236,5
169,11
130,10
254,4
366,1
203,8
276,3
196,5
208,3
195,6
306,5
255,3
571,3
446,2
494,2
638,1
431,4
372,1
327,4
398,1
302,1
396,4
220,4
328,2
210,7
126,20
170,15
171,8
284,4
115,12
232,3
292,4
218,4
277,6
244,5
123,12
197,7
129,19
227,5
73,23
79,13
75,21
94,16
108,13
72,26
573,2
488,3
469,2
489,1
386,2
316,1
313,4
384,3
412,2
356,3
375,6
312,4
333,3
367,1
285,4
295,4
354,4
307,2
229,2
240,6
247,6
239,5
128,11
177,14
318,6
242,4
205,6
147,14
78,16
86,24
212,5
121,7
82,22
80,16
146,7
71,19
85,15
388,3
415,1
53,32
382,3
286,3
109,4
537,3
456,4
463,2
343,4
209,4
376,6
257,4
228,1
340,3
346,4
256,3
474,2
502,2
329,3
561,2
426,3
586,1
607,2
781,1
659,1
697,1
796,2
1178,1
414,1
363,2
738,1
408,2
833,1
399,2
344,1
322,1
837,1
604,2
635,1
692,1
684,1
618,1
567,2
568,3
266,2
482,1
213,2
528,2
451,2
985,1
876,1
419,2
283,4
1111,2
1246,1
492,2
401,2
623,3
698,1
663,3
657,1
342,3
498,3
480,1
418,1
808,1
265,2
883,1
805,2
636,1
1031,1
693,1
681,1
539,1
1156,1
378,3
720,1
371,2
1062,1
278,1
608,1
403,3
1008,1
963,1
1016,1
1258,1
405,3
802,1
1980,1
337,1
1122,1
527,2
1064,2
853,1
746,2
1235,1
436,3
442,3
718,1
589,1
919,1
304,4
934,1
1488,1
600,2
823,1
569,1
812,1
435,2
1041,1
421,2
1577,1
803,1
496,1
733,2
339,2
461,1
424,3
1086,1
578,1
756,1
364,3
439,1
514,2
495,2
448,1
235,3
771,1
1121,2
870,1
575,2
543,1
590,1
644,2
944,1
927,1
368,1
558,2
969,1
1229,1
409,1
795,1
351,1
661,1
868,1
303,1
1220,1
948,1
1462,1
471,2
702,1
649,1
818,1
885,1
334,1
294,2
385,1
1012,1
1559,1
890,1
1043,1
609,1
2094,1
909,1
634,1
1400,1
400,5
352,2
1511,1
473,1
1189,1
1494,1
454,1
669,1
714,1
556,1
699,1
1143,1
793,1
452,1
1219,1
1466,1
1214,1
321,3
849,1
460,1
445,1
1223,1
268,5
1130,1
1439,1
1132,1
308,2
243,1
662,1
490,2
628,1
559,2
411,1
1890,1
478,1
390,2
298,2
465,1
677,1
686,1
560,2
679,1
1129,1
503,1
611,1
410,1
296,1
710,1
395,1
898,1
325,2
362,1
486,2
1358,1
326,3
770,1
754,1
785,1
596,1
2612,1
491,1
965,1
417,2
297,1
373,3
449,2
1575,1
576,1
459,1
685,1
858,1
1021,1
653,1
581,1
673,3
774,1
612,1
582,1
620,1
510,1
757,1
1095,1
506,1
961,1
2159,1
643,2
580,1
719,1
237,2
450,2
923,1
330,2
497,1
716,1
1135,1
453,1
1085,1
485,1
406,2
1074,1
779,1
591,1
241,1
915,1
631,1
735,2
674,1
769,1
531,1
443,1
475,2
850,1
505,1
549,1
370,2
976,1
361,1
1194,1
728,1
896,1
355,3
913,1
647,1
392,3
622,1
821,1
814,1
1463,1
565,1
1222,1
484,1
1151,1
672,1
511,1
541,1
695,1
897,1
3582,1
317,1
529,1
820,1
299,2
4055,1
1186,1
900,1
768,1
705,1
660,1
520,1
691,1
704,1
1042,1
532,1
538,1
765,1
1027,1
968,1
831,1
1116,1
381,1
1372,1
555,1
542,1
1267,1
515,1
1152,1
516,1
349,1
407,2
